"IID","SuperPop","Pop","PRS_COG_Dir","PRS_COG_Pop"
"HG00096","EUR","GBR",0.592944905513117,-0.178332726879655
"HG00097","EUR","GBR",-0.748036218934138,-1.6334558163832
"HG00099","EUR","GBR",0.926703469470585,-1.80752842919625
"HG00100","EUR","GBR",0.0242010409578724,-1.6312107381798
"HG00101","EUR","GBR",0.669120571874275,-1.77386490447313
"HG00102","EUR","GBR",-0.0183462494183308,-0.910752494380311
"HG00103","EUR","GBR",-0.878339491533774,-1.25960918845114
"HG00105","EUR","GBR",-0.00513256452007459,-1.3464905528408
"HG00106","EUR","GBR",-0.842272460897019,-1.678389001271
"HG00107","EUR","GBR",1.25895724917522,-1.29533439062301
"HG00108","EUR","GBR",-0.112306140659415,-0.621097563908595
"HG00109","EUR","GBR",0.397387535660137,-1.88224842630382
"HG00110","EUR","GBR",0.551644067329173,-0.0453646500971173
"HG00111","EUR","GBR",0.835305586440222,-1.19362918592694
"HG00112","EUR","GBR",0.0026755220107131,-1.53409055234983
"HG00113","EUR","GBR",0.353354835935645,-1.46975483245348
"HG00114","EUR","GBR",0.859808382385474,-1.89351176230455
"HG00115","EUR","GBR",1.51010122016177,-1.21485308015403
"HG00116","EUR","GBR",0.14360857765575,-1.17976029437748
"HG00117","EUR","GBR",1.52268844981314,-1.28899125417791
"HG00118","EUR","GBR",-0.222413077346551,-1.91175697530966
"HG00119","EUR","GBR",0.0982906759299127,-1.41044682289996
"HG00120","EUR","GBR",-1.29062389777345,-1.86626093983002
"HG00121","EUR","GBR",0.504976380586847,-0.528945514797016
"HG00122","EUR","GBR",0.207184097762511,-1.05699435888431
"HG00123","EUR","GBR",1.80582684650153,-0.894020021392818
"HG00125","EUR","GBR",0.71165494564745,-1.50926820883335
"HG00126","EUR","GBR",0.921246204691002,-1.01301296067148
"HG00127","EUR","GBR",0.547465546249422,-1.36754369464115
"HG00128","EUR","GBR",0.619701648686858,-2.04749250623814
"HG00129","EUR","GBR",-0.264509578277056,-1.61295920101074
"HG00130","EUR","GBR",-1.21507081167827,-2.15079772441438
"HG00131","EUR","GBR",0.784659585965088,-1.10966895286728
"HG00132","EUR","GBR",0.711028490400563,-0.706742554245402
"HG00133","EUR","GBR",0.443306059426804,-0.651172125588247
"HG00136","EUR","GBR",-0.626042713726919,-0.177237381682953
"HG00137","EUR","GBR",0.124014090861366,-1.57279443574369
"HG00138","EUR","GBR",1.18630135713936,-0.47311275981908
"HG00139","EUR","GBR",1.15081299031828,-1.54803533386674
"HG00140","EUR","GBR",1.32419255277116,-0.414825470327611
"HG00141","EUR","GBR",-0.858388506495801,-1.66028291987287
"HG00142","EUR","GBR",0.851251132879027,-1.02615520578271
"HG00143","EUR","GBR",0.603607561313225,-1.44613408008812
"HG00145","EUR","GBR",-0.000850710616094242,-1.3252413619579
"HG00146","EUR","GBR",0.179626525200997,-0.834666477858832
"HG00148","EUR","GBR",0.326669134078561,-1.04113525293876
"HG00149","EUR","GBR",-0.451593656543275,-0.910601346861829
"HG00150","EUR","GBR",1.34537578173806,-0.566879873921039
"HG00151","EUR","GBR",0.661422276469231,-1.9157285502723
"HG00154","EUR","GBR",1.1598546124383,-1.09699849038695
"HG00155","EUR","GBR",0.51462508304921,-0.830534901548178
"HG00157","EUR","GBR",0.639838632808443,-1.08661611042491
"HG00158","EUR","GBR",0.60411130883134,-0.949617643954973
"HG00159","EUR","GBR",1.07514752977675,-1.16031349022125
"HG00160","EUR","GBR",0.460343058821525,-0.744755206519166
"HG00171","EUR","FIN",1.74850942056213,0.571767505785087
"HG00173","EUR","FIN",-0.0291186963441818,0.556229034951966
"HG00174","EUR","FIN",0.0451905208793447,-0.1548726082787
"HG00176","EUR","FIN",-0.0574060569768123,0.320008862970395
"HG00177","EUR","FIN",-0.443399363581932,-0.787375644649264
"HG00178","EUR","FIN",-1.86116446180998,-2.16018910788495
"HG00179","EUR","FIN",0.504420966656618,-0.0678179617967149
"HG00180","EUR","FIN",-1.35761650521143,-0.429793564813788
"HG00181","EUR","FIN",-1.38303056750035,-1.00404403135299
"HG00182","EUR","FIN",0.0396686730846189,-0.194958953912733
"HG00183","EUR","FIN",0.839897438816889,-0.320040798245575
"HG00185","EUR","FIN",0.598105088423042,-0.663424560831262
"HG00186","EUR","FIN",-0.554681065314519,-0.483076340995809
"HG00187","EUR","FIN",-0.185920444640003,0.889512475287927
"HG00188","EUR","FIN",-0.117543823187512,-0.323489364849279
"HG00189","EUR","FIN",-1.89722761746582,-0.442456944230485
"HG00190","EUR","FIN",0.894256962662746,-0.476035155981874
"HG00231","EUR","GBR",1.28282713157207,-1.22399782123042
"HG00232","EUR","GBR",0.467841146879627,-1.64034915509224
"HG00233","EUR","GBR",0.511783430382919,-1.2325354425673
"HG00234","EUR","GBR",0.30212113002271,-0.957903563566513
"HG00235","EUR","GBR",1.96359669419435,-1.49774558211054
"HG00236","EUR","GBR",0.440935862771056,-1.51278444399135
"HG00237","EUR","GBR",2.16882859971575,-0.325902665813837
"HG00238","EUR","GBR",0.286349957724791,-1.59800255326132
"HG00239","EUR","GBR",1.40526361168015,-0.558974036563088
"HG00240","EUR","GBR",-1.25458786698397,-1.35967011051936
"HG00242","EUR","GBR",1.84427311541616,-1.24333711459944
"HG00243","EUR","GBR",0.411957463876396,-1.29195728707198
"HG00244","EUR","GBR",0.330382657449283,-1.25599809083383
"HG00245","EUR","GBR",0.872486028258043,-1.23954894039145
"HG00246","EUR","GBR",-0.781148576628101,-1.66895967281672
"HG00250","EUR","GBR",-0.892481880189787,-1.30931079295968
